file_name,has_bike
generated_bike_3994.jpg,1
generated_bike_5147.jpg,1
generated_bike_5230.jpg,1
000000282724.jpg,0
generated_bike_7346.jpg,1
000000446147.jpg,0
generated_bike_3145.jpg,1
000000004498.jpg,0
000000066348.jpg,0
000000075521.jpg,0
000000565993.jpg,0
generated_bike_6591.jpg,1
generated_bike_5155.jpg,1
000000440752.jpg,0
000000461819.jpg,0
000000191218.jpg,0
generated_bike_6505.jpg,1
000000009451.jpg,0
generated_bike_2983.jpg,1
000000241342.jpg,1
000000563964.jpg,0
000000098973.jpg,0
000000256657.jpg,0
000000515136.jpg,0
000000505643.jpg,0
generated_bike_6082.jpg,1
generated_bike_6084.jpg,1
000000224733.jpg,0
000000383404.jpg,0
000000255326.jpg,0
000000373898.jpg,0
000000117786.jpg,0
generated_bike_4144.jpg,1
generated_bike_5768.jpg,1
000000246597.jpg,0
000000033315.jpg,0
generated_bike_2879.jpg,1
000000341397.jpg,0
generated_bike_6157.jpg,1
generated_bike_5923.jpg,1
generated_bike_5203.jpg,1
generated_bike_6047.jpg,1
generated_bike_6175.jpg,1
generated_bike_2489.jpg,1
000000358904.jpg,0
000000134016.jpg,0
000000178895.jpg,0
000000242721.jpg,0
generated_bike_2204.jpg,1
000000511393.jpg,0
000000173754.jpg,0
000000111062.jpg,0
000000325494.jpg,0
generated_bike_7641.jpg,1
000000548889.jpg,0
000000513080.jpg,0
generated_bike_6879.jpg,1
000000321516.jpg,0
000000236182.jpg,1
generated_bike_6413.jpg,1
000000165707.jpg,1
000000565438.jpg,1
000000010175.jpg,0
000000393905.jpg,0
000000206890.jpg,0
000000166592.jpg,0
000000318965.jpg,0
000000461835.jpg,0
generated_bike_2042.jpg,1
000000401167.jpg,0
generated_bike_9111.jpg,1
000000108505.jpg,0
000000406215.jpg,0
000000357830.jpg,0
generated_bike_9059.jpg,1
000000551791.jpg,0
000000213554.jpg,0
000000202582.jpg,0
generated_bike_4925.jpg,1
000000573627.jpg,1
generated_bike_1651.jpg,1
generated_bike_3107.jpg,1
000000298017.jpg,1
generated_bike_7411.jpg,1
000000447741.jpg,0
000000085048.jpg,0
000000468190.jpg,0
000000565424.jpg,0
generated_bike_1604.jpg,1
000000109599.jpg,0
generated_bike_1380.jpg,1
000000354012.jpg,0
000000120380.jpg,0
generated_bike_9101.jpg,1
000000357312.jpg,0
000000300848.jpg,0
000000079380.jpg,0
generated_bike_622.jpg,1
000000318892.jpg,0
generated_bike_3157.jpg,1
000000322509.jpg,0
generated_bike_7873.jpg,1
000000521972.jpg,1
000000006640.jpg,0
000000261139.jpg,0
generated_bike_6363.jpg,1
000000534516.jpg,0
000000095483.jpg,1
000000072156.jpg,1
000000333575.jpg,0
generated_bike_5543.jpg,1
000000063050.jpg,0
generated_bike_8330.jpg,1
000000019781.jpg,0
000000265351.jpg,0
000000010393.jpg,1
000000320336.jpg,0
000000395926.jpg,0
000000387372.jpg,0
000000215863.jpg,0
generated_bike_1616.jpg,1
generated_bike_6177.jpg,1
000000535312.jpg,1
generated_bike_5845.jpg,1
000000151322.jpg,1
generated_bike_6847.jpg,1
generated_bike_1536.jpg,1
000000464261.jpg,0
000000547730.jpg,0
generated_bike_8839.jpg,1
000000258346.jpg,1
000000031092.jpg,1
000000512455.jpg,0
generated_bike_2822.jpg,1
generated_bike_4381.jpg,1
000000391685.jpg,0
000000008568.jpg,0
generated_bike_7464.jpg,1
000000002212.jpg,0
000000268370.jpg,0
000000067443.jpg,0
generated_bike_8612.jpg,1
generated_bike_4885.jpg,1
000000185555.jpg,0
000000397897.jpg,0
generated_bike_1091.jpg,1
000000286678.jpg,1
generated_bike_5391.jpg,1
generated_bike_3448.jpg,1
000000259809.jpg,1
generated_bike_5625.jpg,1
generated_bike_256.jpg,1
generated_bike_6009.jpg,1
000000534060.jpg,0
000000008062.jpg,0
000000381231.jpg,0
generated_bike_7507.jpg,1
000000307206.jpg,0
generated_bike_950.jpg,1
000000002255.jpg,0
000000185993.jpg,0
000000399377.jpg,0
generated_bike_3476.jpg,1
generated_bike_8127.jpg,1
000000007650.jpg,0
generated_bike_1180.jpg,1
000000452312.jpg,0
generated_bike_3824.jpg,1
000000561491.jpg,0
000000147371.jpg,0
000000086344.jpg,0
000000236148.jpg,1
generated_bike_4038.jpg,1
000000394905.jpg,0
generated_bike_8954.jpg,1
000000260481.jpg,0
000000542024.jpg,0
000000062770.jpg,0
000000537825.jpg,0
generated_bike_5565.jpg,1
generated_bike_7102.jpg,1
000000006268.jpg,0
generated_bike_161.jpg,1
000000111972.jpg,0
000000142249.jpg,0
000000541690.jpg,0
generated_bike_6758.jpg,1
generated_bike_3431.jpg,1
generated_bike_4044.jpg,1
generated_bike_1421.jpg,1
generated_bike_4413.jpg,1
000000458922.jpg,0
generated_bike_6071.jpg,1
generated_bike_7003.jpg,1
000000377914.jpg,0
000000357750.jpg,0
000000132077.jpg,0
000000277473.jpg,0
generated_bike_3959.jpg,1
000000176034.jpg,0
000000203835.jpg,0
generated_bike_5043.jpg,1
000000504664.jpg,0
000000490511.jpg,1
generated_bike_5861.jpg,1
generated_bike_7392.jpg,1
000000274109.jpg,0
000000559113.jpg,1
000000386919.jpg,0
000000529322.jpg,0
generated_bike_8123.jpg,1
000000004396.jpg,0
generated_bike_7157.jpg,1
000000355789.jpg,0
generated_bike_8549.jpg,1
000000487952.jpg,0
000000274528.jpg,1
000000100901.jpg,1
000000318807.jpg,1
generated_bike_541.jpg,1
000000457693.jpg,0
000000408925.jpg,0
000000475033.jpg,0
generated_bike_2136.jpg,1
generated_bike_8236.jpg,1
000000184485.jpg,0
generated_bike_3379.jpg,1
generated_bike_4421.jpg,1
generated_bike_8257.jpg,1
000000157901.jpg,0
000000297300.jpg,0
generated_bike_6339.jpg,1
generated_bike_7023.jpg,1
generated_bike_8885.jpg,1
generated_bike_3396.jpg,1
000000208698.jpg,0
000000475271.jpg,0
000000470005.jpg,0
000000267435.jpg,0
000000160933.jpg,0
000000235132.jpg,0
000000294236.jpg,0
000000451550.jpg,1
generated_bike_9232.jpg,1
generated_bike_7488.jpg,1
generated_bike_1071.jpg,1
000000486910.jpg,0
000000073786.jpg,0
000000309870.jpg,0
000000098090.jpg,0
000000317028.jpg,0
generated_bike_8193.jpg,1
generated_bike_2476.jpg,1
000000010678.jpg,0
000000195356.jpg,0
000000148055.jpg,0
generated_bike_5804.jpg,1
000000346699.jpg,0
generated_bike_7159.jpg,1
generated_bike_4039.jpg,1
000000311416.jpg,0
000000140008.jpg,0
000000217636.jpg,1
000000212451.jpg,0
generated_bike_2162.jpg,1
000000571618.jpg,0
generated_bike_3104.jpg,1
generated_bike_6830.jpg,1
000000275929.jpg,0
generated_bike_762.jpg,1
000000204899.jpg,0
000000079465.jpg,0
000000085721.jpg,0
generated_bike_5644.jpg,1
000000421557.jpg,0
000000155997.jpg,1
000000522316.jpg,0
000000078000.jpg,0
000000541345.jpg,0
000000334857.jpg,0
generated_bike_7943.jpg,1
generated_bike_463.jpg,1
generated_bike_3176.jpg,1
generated_bike_9055.jpg,1
generated_bike_2929.jpg,1
000000025014.jpg,0
generated_bike_1972.jpg,1
generated_bike_676.jpg,1
generated_bike_3723.jpg,1
000000162580.jpg,0
generated_bike_962.jpg,1
000000340665.jpg,0
000000502894.jpg,1
generated_bike_8111.jpg,1
generated_bike_5508.jpg,1
generated_bike_8211.jpg,1
000000124609.jpg,0
000000419790.jpg,1
generated_bike_5653.jpg,1
000000308504.jpg,0
000000182785.jpg,1
000000118564.jpg,0
generated_bike_1050.jpg,1
000000186113.jpg,0
generated_bike_522.jpg,1
000000168900.jpg,1
generated_bike_3842.jpg,1
000000401526.jpg,0
000000185328.jpg,1
000000384337.jpg,0
000000024551.jpg,0
000000312476.jpg,0
generated_bike_2056.jpg,1
000000151196.jpg,1
000000565148.jpg,0
generated_bike_9026.jpg,1
000000012154.jpg,0
000000007123.jpg,0
000000556001.jpg,0
generated_bike_385.jpg,1
000000146963.jpg,0
000000167533.jpg,0
generated_bike_6723.jpg,1
generated_bike_6137.jpg,1
000000024637.jpg,0
000000125829.jpg,1
generated_bike_4968.jpg,1
000000223481.jpg,0
000000057936.jpg,0
000000008457.jpg,0
000000556824.jpg,0
generated_bike_539.jpg,1
000000535808.jpg,1
000000202523.jpg,0
000000515561.jpg,0
000000514635.jpg,0
000000505162.jpg,1
generated_bike_9213.jpg,1
000000016520.jpg,0
generated_bike_4813.jpg,1
000000522423.jpg,1
000000252625.jpg,1
000000018473.jpg,0
000000205440.jpg,0
000000160688.jpg,0
000000016038.jpg,1
000000174399.jpg,0
000000546261.jpg,1
generated_bike_7033.jpg,1
000000323813.jpg,0
generated_bike_1108.jpg,1
generated_bike_4582.jpg,1
000000527937.jpg,0
generated_bike_6815.jpg,1
generated_bike_7038.jpg,1
000000197163.jpg,0
generated_bike_6357.jpg,1
000000075362.jpg,0
generated_bike_4153.jpg,1
000000019667.jpg,0
000000242664.jpg,0
generated_bike_4465.jpg,1
000000005373.jpg,0
generated_bike_5055.jpg,1
generated_bike_3293.jpg,1
generated_bike_7147.jpg,1
000000523466.jpg,0
000000418557.jpg,0
generated_bike_4069.jpg,1
000000083079.jpg,1
000000391910.jpg,0
generated_bike_3625.jpg,1
000000204826.jpg,0
generated_bike_4110.jpg,1
000000033631.jpg,1
generated_bike_2308.jpg,1
000000242118.jpg,0
generated_bike_5059.jpg,1
000000021528.jpg,1
generated_bike_7749.jpg,1
000000004972.jpg,0
000000140291.jpg,0
000000464303.jpg,1
generated_bike_6751.jpg,1
generated_bike_7243.jpg,1
000000151731.jpg,0
000000202806.jpg,0
000000486991.jpg,0
generated_bike_6477.jpg,1
generated_bike_4287.jpg,1
generated_bike_5114.jpg,1
generated_bike_8771.jpg,1
generated_bike_1264.jpg,1
generated_bike_4258.jpg,1
000000443393.jpg,0
000000384916.jpg,0
000000414492.jpg,0
000000494954.jpg,1
000000077355.jpg,0
generated_bike_1543.jpg,1
000000426474.jpg,0
000000525980.jpg,0
000000399841.jpg,0
generated_bike_1354.jpg,1
generated_bike_4652.jpg,1
000000318910.jpg,1
000000530417.jpg,0
generated_bike_6495.jpg,1
000000286662.jpg,0
000000154892.jpg,0
000000285911.jpg,0
000000267504.jpg,0
generated_bike_7164.jpg,1
generated_bike_5276.jpg,1
000000476060.jpg,1
000000227558.jpg,0
000000480087.jpg,0
generated_bike_5359.jpg,1
generated_bike_86.jpg,1
000000069196.jpg,0
000000223526.jpg,0
generated_bike_4785.jpg,1
000000332204.jpg,1
generated_bike_5800.jpg,1
000000492131.jpg,1
generated_bike_2150.jpg,1
000000569960.jpg,0
generated_bike_8321.jpg,1
000000298692.jpg,0
000000253125.jpg,0
generated_bike_6209.jpg,1
000000518163.jpg,0
000000361389.jpg,0
000000271343.jpg,0
000000423776.jpg,1
generated_bike_6982.jpg,1
000000484835.jpg,0
generated_bike_2115.jpg,1
000000172233.jpg,0
000000460068.jpg,0
000000149849.jpg,1
000000183672.jpg,0
000000104589.jpg,0
000000027298.jpg,0
000000521048.jpg,0
000000503703.jpg,0
000000331366.jpg,1
000000083029.jpg,1
000000546584.jpg,0
000000031142.jpg,0
generated_bike_2401.jpg,1
generated_bike_3789.jpg,1
000000127984.jpg,1
000000553506.jpg,0
000000472003.jpg,0
000000288336.jpg,1
000000459665.jpg,0
000000469435.jpg,0
000000313718.jpg,0
000000285832.jpg,0
000000562174.jpg,1
000000367107.jpg,0
000000020904.jpg,1
000000408818.jpg,0
000000422779.jpg,0
generated_bike_6266.jpg,1
generated_bike_5820.jpg,1
000000507187.jpg,1
generated_bike_2208.jpg,1
generated_bike_446.jpg,1
generated_bike_8677.jpg,1
000000368249.jpg,0
generated_bike_2131.jpg,1
000000387678.jpg,0
generated_bike_3895.jpg,1
000000472436.jpg,0
000000390213.jpg,0
000000081188.jpg,1
000000441251.jpg,0
generated_bike_4274.jpg,1
000000174967.jpg,0
000000432146.jpg,0
generated_bike_4023.jpg,1
generated_bike_1571.jpg,1
000000040948.jpg,0
000000439865.jpg,1
generated_bike_628.jpg,1
generated_bike_8479.jpg,1
000000051152.jpg,0
000000268412.jpg,1
000000491743.jpg,1
000000377598.jpg,0
generated_bike_741.jpg,1
generated_bike_1135.jpg,1
generated_bike_3332.jpg,1
generated_bike_4660.jpg,1
000000231679.jpg,1
generated_bike_1040.jpg,1
generated_bike_2695.jpg,1
generated_bike_81.jpg,1
000000461124.jpg,1
000000507833.jpg,1
000000514860.jpg,0
000000415589.jpg,1
000000340545.jpg,1
000000416311.jpg,0
000000328295.jpg,0
generated_bike_8919.jpg,1
000000156370.jpg,1
000000352813.jpg,0
000000105711.jpg,0
000000424979.jpg,1
000000502307.jpg,1
000000215012.jpg,0
000000371361.jpg,0
000000073348.jpg,0
000000419076.jpg,0
000000065610.jpg,0
000000363927.jpg,1
000000105339.jpg,0
000000469667.jpg,0
000000366704.jpg,0
000000490624.jpg,1
000000149060.jpg,1
000000282847.jpg,0
000000459451.jpg,0
generated_bike_4339.jpg,1
000000443604.jpg,1
000000496192.jpg,0
generated_bike_8967.jpg,1
generated_bike_2397.jpg,1
000000187286.jpg,1
000000060704.jpg,0
000000087322.jpg,0
generated_bike_8793.jpg,1
000000411690.jpg,1
000000248446.jpg,0
000000335781.jpg,0
000000037089.jpg,0
generated_bike_5148.jpg,1
000000213124.jpg,0
000000299716.jpg,0
000000159072.jpg,0
generated_bike_3146.jpg,1
000000169426.jpg,0
000000053892.jpg,0
generated_bike_7442.jpg,1
000000210883.jpg,1
000000387074.jpg,0
000000361811.jpg,0
000000540098.jpg,0
000000079070.jpg,0
000000249659.jpg,0
generated_bike_8726.jpg,1
generated_bike_9146.jpg,1
generated_bike_234.jpg,1
generated_bike_7644.jpg,1
000000013770.jpg,0
000000491481.jpg,0
generated_bike_4570.jpg,1
generated_bike_1413.jpg,1
000000550094.jpg,0
generated_bike_2185.jpg,1
generated_bike_5204.jpg,1
generated_bike_8351.jpg,1
000000475510.jpg,0
000000124243.jpg,1
000000551590.jpg,0
000000127391.jpg,0
000000109061.jpg,0
000000056978.jpg,0
generated_bike_5890.jpg,1
000000067269.jpg,1
000000012728.jpg,0
000000444703.jpg,1
000000271435.jpg,0
generated_bike_7406.jpg,1
000000446818.jpg,0
000000574928.jpg,0
000000551018.jpg,0
000000198441.jpg,0
000000518025.jpg,0
generated_bike_3180.jpg,1
generated_bike_6487.jpg,1
000000274612.jpg,1
generated_bike_6021.jpg,1
000000224677.jpg,0
generated_bike_1314.jpg,1
000000327105.jpg,0
000000199743.jpg,1
generated_bike_6923.jpg,1
generated_bike_4827.jpg,1
generated_bike_1532.jpg,1
000000016216.jpg,1
generated_bike_6037.jpg,1
generated_bike_7373.jpg,1
generated_bike_5432.jpg,1
000000392033.jpg,0
000000549885.jpg,0
000000355462.jpg,0
generated_bike_5401.jpg,1
000000559006.jpg,0
generated_bike_7834.jpg,1
000000107535.jpg,0
000000575701.jpg,0
generated_bike_7311.jpg,1
000000205362.jpg,0
000000225645.jpg,0
000000021310.jpg,0
generated_bike_794.jpg,1
generated_bike_3966.jpg,1
000000483795.jpg,0
000000239461.jpg,0
generated_bike_1335.jpg,1
000000468997.jpg,0
generated_bike_2765.jpg,1
000000069266.jpg,0
000000331676.jpg,0
000000224794.jpg,0
000000518266.jpg,0
generated_bike_6169.jpg,1
generated_bike_8420.jpg,1
000000153723.jpg,0
generated_bike_8154.jpg,1
000000272341.jpg,0
generated_bike_7222.jpg,1
generated_bike_9233.jpg,1
generated_bike_6762.jpg,1
000000504862.jpg,0
000000230900.jpg,0
generated_bike_840.jpg,1
generated_bike_5267.jpg,1
generated_bike_894.jpg,1
generated_bike_3526.jpg,1
generated_bike_5195.jpg,1
generated_bike_4206.jpg,1
000000395614.jpg,0
000000067396.jpg,0
generated_bike_3047.jpg,1
generated_bike_3064.jpg,1
000000051379.jpg,0
000000390315.jpg,1
generated_bike_2106.jpg,1
000000044129.jpg,0
generated_bike_5810.jpg,1
000000391139.jpg,0
000000224407.jpg,0
000000021126.jpg,0
000000123647.jpg,1
000000250912.jpg,0
000000372726.jpg,0
000000345590.jpg,0
generated_bike_8286.jpg,1
generated_bike_3412.jpg,1
generated_bike_6992.jpg,1
generated_bike_4027.jpg,1
000000053800.jpg,0
000000391154.jpg,0
000000239591.jpg,0
000000411068.jpg,0
000000507690.jpg,1
generated_bike_1970.jpg,1
000000285099.jpg,0
000000392426.jpg,0
000000410110.jpg,0
generated_bike_4029.jpg,1
000000345168.jpg,0
000000433202.jpg,0
generated_bike_862.jpg,1
000000337083.jpg,1
000000468394.jpg,0
000000278411.jpg,1
generated_bike_7910.jpg,1
000000016720.jpg,0
000000119428.jpg,0
000000409097.jpg,0
generated_bike_8243.jpg,1
000000568614.jpg,0
generated_bike_4795.jpg,1
generated_bike_3673.jpg,1
generated_bike_8924.jpg,1
000000357461.jpg,1
000000292182.jpg,0
000000116279.jpg,0
generated_bike_8724.jpg,1
generated_bike_30.jpg,1
000000287234.jpg,1
000000372633.jpg,0
000000535917.jpg,0
000000111436.jpg,1
000000178715.jpg,0
generated_bike_8432.jpg,1
000000482562.jpg,0
000000575857.jpg,0
generated_bike_5689.jpg,1
000000397042.jpg,0
000000162780.jpg,0
generated_bike_8332.jpg,1
000000549536.jpg,0
generated_bike_4449.jpg,1
generated_bike_7980.jpg,1
000000154830.jpg,1
generated_bike_2087.jpg,1
000000110482.jpg,0
generated_bike_7238.jpg,1
generated_bike_1502.jpg,1
000000512276.jpg,0
000000487722.jpg,0
000000510035.jpg,0
000000111705.jpg,1
000000440344.jpg,1
000000051525.jpg,0
generated_bike_7064.jpg,1
generated_bike_6042.jpg,1
generated_bike_7227.jpg,1
000000156999.jpg,0
000000232546.jpg,0
000000019888.jpg,1
generated_bike_1878.jpg,1
generated_bike_2896.jpg,1
000000017392.jpg,0
generated_bike_2771.jpg,1
generated_bike_2578.jpg,1
generated_bike_1526.jpg,1
000000375196.jpg,0
000000262407.jpg,0
000000296344.jpg,1
generated_bike_2636.jpg,1
generated_bike_5073.jpg,1
000000107019.jpg,1
000000322592.jpg,0
000000579382.jpg,0
000000291873.jpg,1
generated_bike_2281.jpg,1
000000509822.jpg,1
generated_bike_7174.jpg,1
000000008309.jpg,0
000000164348.jpg,1
generated_bike_3203.jpg,1
generated_bike_2792.jpg,1
generated_bike_6979.jpg,1
generated_bike_7130.jpg,1
000000173856.jpg,0
000000018781.jpg,0
000000540259.jpg,0
000000509366.jpg,0
generated_bike_2730.jpg,1
generated_bike_2613.jpg,1
000000499584.jpg,1
000000223871.jpg,0
000000346947.jpg,0
000000312074.jpg,1
000000305799.jpg,0
000000479094.jpg,0
generated_bike_5959.jpg,1
000000106206.jpg,0
000000556695.jpg,0
000000459319.jpg,1
generated_bike_7365.jpg,1
generated_bike_961.jpg,1
generated_bike_3868.jpg,1
generated_bike_2197.jpg,1
generated_bike_2846.jpg,1
generated_bike_4317.jpg,1
000000151546.jpg,0
000000459263.jpg,0
000000158722.jpg,0
000000194425.jpg,0
000000111032.jpg,0
generated_bike_3852.jpg,1
000000070480.jpg,0
generated_bike_4834.jpg,1
000000220408.jpg,0
generated_bike_6575.jpg,1
000000059236.jpg,0
generated_bike_5899.jpg,1
000000212941.jpg,0
000000414888.jpg,0
000000351439.jpg,1
generated_bike_2239.jpg,1
000000394517.jpg,0
generated_bike_3784.jpg,1
000000285064.jpg,0
generated_bike_1883.jpg,1
000000235006.jpg,0
000000073835.jpg,0
000000273886.jpg,0
000000471529.jpg,1
generated_bike_8515.jpg,1
000000389672.jpg,0
generated_bike_6579.jpg,1
generated_bike_944.jpg,1
000000016470.jpg,1
generated_bike_9118.jpg,1
000000304060.jpg,0
generated_bike_4702.jpg,1
000000277237.jpg,0
000000210031.jpg,0
000000526782.jpg,0
000000527183.jpg,0
000000566341.jpg,0
generated_bike_668.jpg,1
000000556637.jpg,0
000000371953.jpg,0
generated_bike_6092.jpg,1
000000429455.jpg,0
000000191203.jpg,0
000000558876.jpg,1
generated_bike_8195.jpg,1
generated_bike_2767.jpg,1
generated_bike_672.jpg,1
generated_bike_2468.jpg,1
000000578659.jpg,0
generated_bike_6755.jpg,1
000000501348.jpg,0
000000008187.jpg,1
generated_bike_9124.jpg,1
000000373409.jpg,0
generated_bike_3755.jpg,1
generated_bike_5490.jpg,1
generated_bike_8414.jpg,1
generated_bike_221.jpg,1
000000194203.jpg,0
000000359029.jpg,1
000000484563.jpg,1
000000077981.jpg,0
generated_bike_1755.jpg,1
000000570338.jpg,0
000000551952.jpg,1
000000572310.jpg,0
000000533462.jpg,0
000000440813.jpg,0
generated_bike_3624.jpg,1
generated_bike_928.jpg,1
000000390298.jpg,1
000000353929.jpg,0
000000515531.jpg,0
000000300499.jpg,1
generated_bike_6690.jpg,1
000000087697.jpg,0
000000560614.jpg,0
000000375450.jpg,0
000000370260.jpg,0
generated_bike_662.jpg,1
generated_bike_5289.jpg,1
000000457016.jpg,0
000000137694.jpg,1
generated_bike_1700.jpg,1
generated_bike_6534.jpg,1
generated_bike_3648.jpg,1
000000026529.jpg,0
000000454107.jpg,0
000000343630.jpg,0
000000059843.jpg,1
generated_bike_5416.jpg,1
000000227635.jpg,0
000000182801.jpg,1
000000100930.jpg,0
generated_bike_5279.jpg,1
generated_bike_5252.jpg,1
000000292464.jpg,0
generated_bike_4466.jpg,1
000000146602.jpg,0
generated_bike_2969.jpg,1
000000056717.jpg,0
000000253054.jpg,1
000000293026.jpg,0
generated_bike_3055.jpg,1
generated_bike_6032.jpg,1
000000540135.jpg,0
generated_bike_6518.jpg,1
000000424596.jpg,1
000000146503.jpg,0
000000012073.jpg,0
generated_bike_3654.jpg,1
generated_bike_7807.jpg,1
000000031482.jpg,0
000000002687.jpg,0
000000095850.jpg,1
000000460390.jpg,0
generated_bike_2452.jpg,1
000000214210.jpg,0
000000121123.jpg,0
000000498537.jpg,0
000000145843.jpg,0
000000363117.jpg,0
000000391063.jpg,0
000000379487.jpg,0
000000113756.jpg,0
000000052250.jpg,0
000000532059.jpg,0
000000284749.jpg,1
000000393493.jpg,1
000000438987.jpg,0
generated_bike_8205.jpg,1
000000268042.jpg,1
000000167322.jpg,0
generated_bike_8663.jpg,1
000000379115.jpg,1
generated_bike_8732.jpg,1
000000525567.jpg,1
000000370831.jpg,0
000000310807.jpg,0
000000520187.jpg,0
000000490993.jpg,1
000000575997.jpg,1
000000038747.jpg,0
generated_bike_8972.jpg,1
generated_bike_2068.jpg,1
000000035717.jpg,0
generated_bike_560.jpg,1
generated_bike_2532.jpg,1
000000084193.jpg,0
000000362008.jpg,0
000000096923.jpg,0
generated_bike_5999.jpg,1
000000201758.jpg,0
000000552148.jpg,0
000000432176.jpg,0
generated_bike_7011.jpg,1
generated_bike_6172.jpg,1
000000293346.jpg,1
generated_bike_4060.jpg,1
000000260478.jpg,0
000000163575.jpg,0
000000105192.jpg,1
000000449138.jpg,0
000000408393.jpg,0
000000543480.jpg,0
generated_bike_505.jpg,1
000000259543.jpg,0
generated_bike_951.jpg,1
generated_bike_6404.jpg,1
000000403463.jpg,0
000000241935.jpg,1
000000450396.jpg,0
generated_bike_7198.jpg,1
000000174099.jpg,0
000000379477.jpg,0
000000272569.jpg,1
generated_bike_7277.jpg,1
generated_bike_2591.jpg,1
generated_bike_4437.jpg,1
generated_bike_6360.jpg,1
000000473902.jpg,0
000000452102.jpg,1
000000329762.jpg,0
generated_bike_5484.jpg,1
000000154652.jpg,0
000000104842.jpg,0
000000402335.jpg,1
000000206684.jpg,1
generated_bike_5848.jpg,1
000000405283.jpg,0
000000159753.jpg,0
000000412813.jpg,0
000000045059.jpg,1
generated_bike_7520.jpg,1
000000507494.jpg,0
generated_bike_7386.jpg,1
generated_bike_5956.jpg,1
generated_bike_2360.jpg,1
generated_bike_1644.jpg,1
generated_bike_1172.jpg,1
000000232746.jpg,0
generated_bike_7601.jpg,1
000000532667.jpg,0
000000205543.jpg,0
000000299349.jpg,0
000000476501.jpg,0
generated_bike_2925.jpg,1
generated_bike_7577.jpg,1
000000576799.jpg,0
000000282711.jpg,0
000000459372.jpg,0
generated_bike_7452.jpg,1
000000580932.jpg,0
generated_bike_6431.jpg,1
000000467068.jpg,0
generated_bike_1993.jpg,1
generated_bike_6280.jpg,1
000000452761.jpg,0
000000507249.jpg,1
000000133821.jpg,0
000000017625.jpg,0
000000501059.jpg,0
generated_bike_800.jpg,1
000000203486.jpg,0
000000281168.jpg,0
000000199257.jpg,0
generated_bike_1812.jpg,1
generated_bike_5260.jpg,1
000000081434.jpg,0
000000206791.jpg,0
generated_bike_6223.jpg,1
generated_bike_8627.jpg,1
000000294832.jpg,0
000000300876.jpg,0
000000286888.jpg,1
generated_bike_1436.jpg,1
generated_bike_2858.jpg,1
000000087156.jpg,0
000000179188.jpg,0
generated_bike_8719.jpg,1
000000220485.jpg,0
000000126028.jpg,1
